country_region,sub_region_1,date,type,values
Argentina,Chubut,2020-02-16,parks,-13
Argentina,Chubut,2020-02-16,transit_stations,-9
Argentina,Chubut,2020-02-16,workplaces,-4
Argentina,Chubut,2020-02-16,residential,1
Argentina,Chubut,2020-02-17,retail_and_recreation,-3
Argentina,Chubut,2020-02-17,grocery_and_pharmacy,0
Argentina,Chubut,2020-02-17,parks,-28
Argentina,Chubut,2020-02-17,transit_stations,-2
Argentina,Chubut,2020-02-17,workplaces,5
Argentina,Chubut,2020-02-17,residential,0
Argentina,Chubut,2020-02-18,retail_and_recreation,-1
Argentina,Chubut,2020-02-18,grocery_and_pharmacy,-4
Argentina,Chubut,2020-02-18,parks,-4
Argentina,Chubut,2020-02-18,transit_stations,1
Argentina,Chubut,2020-02-18,workplaces,8
Argentina,Chubut,2020-02-18,residential,-1
Argentina,Chubut,2020-02-19,retail_and_recreation,-3
Argentina,Chubut,2020-02-19,grocery_and_pharmacy,-4
Argentina,Chubut,2020-02-19,parks,-9
Argentina,Chubut,2020-02-19,transit_stations,3
Argentina,Chubut,2020-02-19,workplaces,8
Argentina,Chubut,2020-02-19,residential,0
Argentina,Chubut,2020-02-20,retail_and_recreation,0
Argentina,Chubut,2020-02-20,grocery_and_pharmacy,-1
Argentina,Chubut,2020-02-20,parks,-11
Argentina,Chubut,2020-02-20,transit_stations,-1
Argentina,Chubut,2020-02-20,workplaces,7
Argentina,Chubut,2020-02-20,residential,0
Argentina,Chubut,2020-02-21,retail_and_recreation,5
Argentina,Chubut,2020-02-21,grocery_and_pharmacy,6
Argentina,Chubut,2020-02-21,parks,-13
Argentina,Chubut,2020-02-21,transit_stations,8
Argentina,Chubut,2020-02-21,workplaces,6
Argentina,Chubut,2020-02-21,residential,-1
Argentina,Chubut,2020-02-22,retail_and_recreation,5
Argentina,Chubut,2020-02-22,grocery_and_pharmacy,-1
Argentina,Chubut,2020-02-22,parks,3
Argentina,Chubut,2020-02-22,transit_stations,-5
Argentina,Chubut,2020-02-22,workplaces,-4
Argentina,Chubut,2020-02-22,residential,-1
Argentina,Chubut,2020-02-23,retail_and_recreation,8
Argentina,Chubut,2020-02-23,grocery_and_pharmacy,-2
Argentina,Chubut,2020-02-23,parks,4
Argentina,Chubut,2020-02-23,transit_stations,-16
Argentina,Chubut,2020-02-23,workplaces,-6
Argentina,Chubut,2020-02-23,residential,-1
Argentina,Chubut,2020-02-24,retail_and_recreation,-16
Argentina,Chubut,2020-02-24,grocery_and_pharmacy,-13
Argentina,Chubut,2020-02-24,parks,-15
Argentina,Chubut,2020-02-24,transit_stations,-31
Argentina,Chubut,2020-02-24,workplaces,-52
Argentina,Chubut,2020-02-24,residential,9
Argentina,Chubut,2020-02-25,retail_and_recreation,-17
Argentina,Chubut,2020-02-25,grocery_and_pharmacy,-16
Argentina,Chubut,2020-02-25,parks,8
Argentina,Chubut,2020-02-25,transit_stations,-26
Argentina,Chubut,2020-02-25,workplaces,-48
Argentina,Chubut,2020-02-25,residential,5
Argentina,Chubut,2020-02-26,retail_and_recreation,-7
Argentina,Chubut,2020-02-26,grocery_and_pharmacy,-9
Argentina,Chubut,2020-02-26,parks,-4
Argentina,Chubut,2020-02-26,transit_stations,-11
Argentina,Chubut,2020-02-26,workplaces,3
Argentina,Chubut,2020-02-26,residential,-2
Argentina,Chubut,2020-02-27,retail_and_recreation,-2
Argentina,Chubut,2020-02-27,grocery_and_pharmacy,-4
Argentina,Chubut,2020-02-27,parks,-9
Argentina,Chubut,2020-02-27,transit_stations,-2
Argentina,Chubut,2020-02-27,workplaces,11
Argentina,Chubut,2020-02-27,residential,0
Argentina,Chubut,2020-02-28,retail_and_recreation,-1
Argentina,Chubut,2020-02-28,grocery_and_pharmacy,5
Argentina,Chubut,2020-02-28,parks,-19
Argentina,Chubut,2020-02-28,transit_stations,2
Argentina,Chubut,2020-02-28,workplaces,11
Argentina,Chubut,2020-02-28,residential,0
Argentina,Chubut,2020-02-29,retail_and_recreation,-1
Argentina,Chubut,2020-02-29,grocery_and_pharmacy,0
Argentina,Chubut,2020-02-29,parks,-7
Argentina,Chubut,2020-02-29,transit_stations,-9
Argentina,Chubut,2020-02-29,workplaces,3
Argentina,Chubut,2020-02-29,residential,1
Argentina,Chubut,2020-03-01,retail_and_recreation,-5
Argentina,Chubut,2020-03-01,grocery_and_pharmacy,-2
Argentina,Chubut,2020-03-01,parks,3
Argentina,Chubut,2020-03-01,transit_stations,-11
Argentina,Chubut,2020-03-01,workplaces,-7
Argentina,Chubut,2020-03-01,residential,-2
Argentina,Chubut,2020-03-02,retail_and_recreation,-2
Argentina,Chubut,2020-03-02,grocery_and_pharmacy,1
Argentina,Chubut,2020-03-02,parks,-24
Argentina,Chubut,2020-03-02,transit_stations,-5
Argentina,Chubut,2020-03-02,workplaces,14
Argentina,Chubut,2020-03-02,residential,-1
Argentina,Chubut,2020-03-03,retail_and_recreation,-3
Argentina,Chubut,2020-03-03,grocery_and_pharmacy,-1
Argentina,Chubut,2020-03-03,parks,-13
Argentina,Chubut,2020-03-03,transit_stations,-4
Argentina,Chubut,2020-03-03,workplaces,14
Argentina,Chubut,2020-03-03,residential,-2
Argentina,Chubut,2020-03-04,retail_and_recreation,-4
Argentina,Chubut,2020-03-04,grocery_and_pharmacy,-3
Argentina,Chubut,2020-03-04,parks,-8
Argentina,Chubut,2020-03-04,transit_stations,1
Argentina,Chubut,2020-03-04,workplaces,14
Argentina,Chubut,2020-03-04,residential,-1
Argentina,Chubut,2020-03-05,retail_and_recreation,-2
Argentina,Chubut,2020-03-05,grocery_and_pharmacy,2
Argentina,Chubut,2020-03-05,parks,-19
Argentina,Chubut,2020-03-05,transit_stations,-9
Argentina,Chubut,2020-03-05,workplaces,14
Argentina,Chubut,2020-03-05,residential,-1
Argentina,Chubut,2020-03-06,retail_and_recreation,2
Argentina,Chubut,2020-03-06,grocery_and_pharmacy,10
Argentina,Chubut,2020-03-06,parks,-25
Argentina,Chubut,2020-03-06,transit_stations,-3
Argentina,Chubut,2020-03-06,workplaces,13
Argentina,Chubut,2020-03-06,residential,-1
Argentina,Chubut,2020-03-07,retail_and_recreation,-1
Argentina,Chubut,2020-03-07,grocery_and_pharmacy,7
Argentina,Chubut,2020-03-07,parks,-33
Argentina,Chubut,2020-03-07,transit_stations,-16
Argentina,Chubut,2020-03-07,workplaces,2
Argentina,Chubut,2020-03-07,residential,4
Argentina,Chubut,2020-03-08,retail_and_recreation,1
Argentina,Chubut,2020-03-08,grocery_and_pharmacy,5
Argentina,Chubut,2020-03-08,parks,-20
Argentina,Chubut,2020-03-08,transit_stations,-11
Argentina,Chubut,2020-03-08,workplaces,-2
Argentina,Chubut,2020-03-08,residential,2
Argentina,Chubut,2020-03-09,retail_and_recreation,-4
Argentina,Chubut,2020-03-09,grocery_and_pharmacy,5
Argentina,Chubut,2020-03-09,parks,-37
Argentina,Chubut,2020-03-09,transit_stations,-10
Argentina,Chubut,2020-03-09,workplaces,7
Argentina,Chubut,2020-03-09,residential,1
Argentina,Chubut,2020-03-10,retail_and_recreation,-2
Argentina,Chubut,2020-03-10,grocery_and_pharmacy,3
Argentina,Chubut,2020-03-10,parks,-20
Argentina,Chubut,2020-03-10,transit_stations,1
Argentina,Chubut,2020-03-10,workplaces,14
Argentina,Chubut,2020-03-10,residential,-1
Argentina,Chubut,2020-03-11,retail_and_recreation,-4
Argentina,Chubut,2020-03-11,grocery_and_pharmacy,0
Argentina,Chubut,2020-03-11,parks,-10
Argentina,Chubut,2020-03-11,transit_stations,-2
Argentina,Chubut,2020-03-11,workplaces,14
Argentina,Chubut,2020-03-11,residential,-1
Argentina,Chubut,2020-03-12,retail_and_recreation,-10
Argentina,Chubut,2020-03-12,grocery_and_pharmacy,3
Argentina,Chubut,2020-03-12,parks,-28
Argentina,Chubut,2020-03-12,transit_stations,-8
Argentina,Chubut,2020-03-12,workplaces,13
Argentina,Chubut,2020-03-12,residential,1
Argentina,Chubut,2020-03-13,retail_and_recreation,-15
Argentina,Chubut,2020-03-13,grocery_and_pharmacy,9
Argentina,Chubut,2020-03-13,parks,-45
Argentina,Chubut,2020-03-13,transit_stations,-6
Argentina,Chubut,2020-03-13,workplaces,12
Argentina,Chubut,2020-03-13,residential,2
Argentina,Chubut,2020-03-14,retail_and_recreation,-12
Argentina,Chubut,2020-03-14,grocery_and_pharmacy,7
Argentina,Chubut,2020-03-14,parks,-40
Argentina,Chubut,2020-03-14,transit_stations,-18
Argentina,Chubut,2020-03-14,workplaces,1
Argentina,Chubut,2020-03-14,residential,6
Argentina,Chubut,2020-03-15,retail_and_recreation,-23
Argentina,Chubut,2020-03-15,grocery_and_pharmacy,9
Argentina,Chubut,2020-03-15,parks,-27
Argentina,Chubut,2020-03-15,transit_stations,-18
Argentina,Chubut,2020-03-15,workplaces,-7
Argentina,Chubut,2020-03-15,residential,5
Argentina,Chubut,2020-03-16,retail_and_recreation,-33
Argentina,Chubut,2020-03-16,grocery_and_pharmacy,-2
Argentina,Chubut,2020-03-16,parks,-54
Argentina,Chubut,2020-03-16,transit_stations,-30
Argentina,Chubut,2020-03-16,workplaces,-5
Argentina,Chubut,2020-03-16,residential,8
Argentina,Chubut,2020-03-17,retail_and_recreation,-41
Argentina,Chubut,2020-03-17,grocery_and_pharmacy,-17
Argentina,Chubut,2020-03-17,parks,-56
Argentina,Chubut,2020-03-17,transit_stations,-26
Argentina,Chubut,2020-03-17,workplaces,-12
Argentina,Chubut,2020-03-17,residential,10
Argentina,Chubut,2020-03-18,retail_and_recreation,-48
Argentina,Chubut,2020-03-18,grocery_and_pharmacy,-22
Argentina,Chubut,2020-03-18,parks,-63
Argentina,Chubut,2020-03-18,transit_stations,-34
Argentina,Chubut,2020-03-18,workplaces,-21
Argentina,Chubut,2020-03-18,residential,14
Argentina,Chubut,2020-03-19,retail_and_recreation,-50
Argentina,Chubut,2020-03-19,grocery_and_pharmacy,-14
Argentina,Chubut,2020-03-19,parks,-71
Argentina,Chubut,2020-03-19,transit_stations,-47
Argentina,Chubut,2020-03-19,workplaces,-28
Argentina,Chubut,2020-03-19,residential,16
Argentina,Chubut,2020-03-20,retail_and_recreation,-79
Argentina,Chubut,2020-03-20,grocery_and_pharmacy,-45
Argentina,Chubut,2020-03-20,parks,-86
Argentina,Chubut,2020-03-20,transit_stations,-82
Argentina,Chubut,2020-03-20,workplaces,-58
Argentina,Chubut,2020-03-20,residential,29
Argentina,Chubut,2020-03-21,retail_and_recreation,-82
Argentina,Chubut,2020-03-21,grocery_and_pharmacy,-51
Argentina,Chubut,2020-03-21,parks,-90
Argentina,Chubut,2020-03-21,transit_stations,-86
Argentina,Chubut,2020-03-21,workplaces,-55
Argentina,Chubut,2020-03-21,residential,30
Argentina,Chubut,2020-03-22,retail_and_recreation,-87
Argentina,Chubut,2020-03-22,grocery_and_pharmacy,-60
Argentina,Chubut,2020-03-22,parks,-92
Argentina,Chubut,2020-03-22,transit_stations,-87
Argentina,Chubut,2020-03-22,workplaces,-55
Argentina,Chubut,2020-03-22,residential,26
Argentina,Chubut,2020-03-23,retail_and_recreation,-87
Argentina,Chubut,2020-03-23,grocery_and_pharmacy,-59
Argentina,Chubut,2020-03-23,parks,-92
Argentina,Chubut,2020-03-23,transit_stations,-90
Argentina,Chubut,2020-03-23,workplaces,-76
Argentina,Chubut,2020-03-23,residential,33
Argentina,Chubut,2020-03-24,retail_and_recreation,-87
Argentina,Chubut,2020-03-24,grocery_and_pharmacy,-61
Argentina,Chubut,2020-03-24,parks,-90
Argentina,Chubut,2020-03-24,transit_stations,-90
Argentina,Chubut,2020-03-24,workplaces,-76
Argentina,Chubut,2020-03-24,residential,31
Argentina,Chubut,2020-03-25,retail_and_recreation,-80
Argentina,Chubut,2020-03-25,grocery_and_pharmacy,-53
Argentina,Chubut,2020-03-25,parks,-86
Argentina,Chubut,2020-03-25,transit_stations,-86
Argentina,Chubut,2020-03-25,workplaces,-64
Argentina,Chubut,2020-03-25,residential,29
Argentina,Chubut,2020-03-26,retail_and_recreation,-81
Argentina,Chubut,2020-03-26,grocery_and_pharmacy,-53
Argentina,Chubut,2020-03-26,parks,-87
Argentina,Chubut,2020-03-26,transit_stations,-88
Argentina,Chubut,2020-03-26,workplaces,-64
Argentina,Chubut,2020-03-26,residential,30
Argentina,Chubut,2020-03-27,retail_and_recreation,-79
Argentina,Chubut,2020-03-27,grocery_and_pharmacy,-47
Argentina,Chubut,2020-03-27,parks,-87
Argentina,Chubut,2020-03-27,transit_stations,-86
Argentina,Chubut,2020-03-27,workplaces,-62
Argentina,Chubut,2020-03-27,residential,32
Argentina,Chubut,2020-03-28,retail_and_recreation,-79
Argentina,Chubut,2020-03-28,grocery_and_pharmacy,-44
Argentina,Chubut,2020-03-28,parks,-89
Argentina,Chubut,2020-03-28,transit_stations,-86
Argentina,Chubut,2020-03-28,workplaces,-55
Argentina,Chubut,2020-03-28,residential,30
Argentina,Chubut,2020-03-29,retail_and_recreation,-92
Argentina,Chubut,2020-03-29,grocery_and_pharmacy,-91
Argentina,Chubut,2020-03-29,parks,-94
Argentina,Chubut,2020-03-29,transit_stations,-93
Argentina,Chubut,2020-03-29,workplaces,-62
Argentina,Chubut,2020-03-29,residential,28
Argentina,Chubut,2020-03-30,retail_and_recreation,-78
Argentina,Chubut,2020-03-30,grocery_and_pharmacy,-46
Argentina,Chubut,2020-03-30,parks,-89
Argentina,Chubut,2020-03-30,transit_stations,-88
Argentina,Chubut,2020-03-30,workplaces,-64
Argentina,Chubut,2020-03-30,residential,29
Argentina,Chubut,2020-03-31,retail_and_recreation,-83
Argentina,Chubut,2020-03-31,grocery_and_pharmacy,-55
Argentina,Chubut,2020-03-31,parks,-88
Argentina,Chubut,2020-03-31,transit_stations,-90
Argentina,Chubut,2020-03-31,workplaces,-71
Argentina,Chubut,2020-03-31,residential,30
Argentina,Chubut,2020-04-01,retail_and_recreation,-77
Argentina,Chubut,2020-04-01,grocery_and_pharmacy,-48
Argentina,Chubut,2020-04-01,parks,-84
Argentina,Chubut,2020-04-01,transit_stations,-86
Argentina,Chubut,2020-04-01,workplaces,-59
Argentina,Chubut,2020-04-01,residential,27
Argentina,Chubut,2020-04-02,retail_and_recreation,-77
Argentina,Chubut,2020-04-02,grocery_and_pharmacy,-49
Argentina,Chubut,2020-04-02,parks,-84
Argentina,Chubut,2020-04-02,transit_stations,-86
Argentina,Chubut,2020-04-02,workplaces,-59
Argentina,Chubut,2020-04-02,residential,29
Argentina,Chubut,2020-04-03,retail_and_recreation,-75
Argentina,Chubut,2020-04-03,grocery_and_pharmacy,-42
Argentina,Chubut,2020-04-03,parks,-84
Argentina,Chubut,2020-04-03,transit_stations,-85
Argentina,Chubut,2020-04-03,workplaces,-57
Argentina,Chubut,2020-04-03,residential,30
Argentina,Chubut,2020-04-04,retail_and_recreation,-76
Argentina,Chubut,2020-04-04,grocery_and_pharmacy,-40
Argentina,Chubut,2020-04-04,parks,-87
Argentina,Chubut,2020-04-04,transit_stations,-84
Argentina,Chubut,2020-04-04,workplaces,-49
Argentina,Chubut,2020-04-04,residential,28
Argentina,Chubut,2020-04-05,retail_and_recreation,-86
Argentina,Chubut,2020-04-05,grocery_and_pharmacy,-59
Argentina,Chubut,2020-04-05,parks,-92
Argentina,Chubut,2020-04-05,transit_stations,-87
Argentina,Chubut,2020-04-05,workplaces,-51
Argentina,Chubut,2020-04-05,residential,25
Argentina,Chubut,2020-04-06,retail_and_recreation,-72
Argentina,Chubut,2020-04-06,grocery_and_pharmacy,-41
Argentina,Chubut,2020-04-06,parks,-85
Argentina,Chubut,2020-04-06,transit_stations,-86
Argentina,Chubut,2020-04-06,workplaces,-54
Argentina,Chubut,2020-04-06,residential,27
Argentina,Chubut,2020-04-07,retail_and_recreation,-82
Argentina,Chubut,2020-04-07,grocery_and_pharmacy,-33
Argentina,Chubut,2020-04-07,parks,-75
Argentina,Chubut,2020-04-07,transit_stations,-80
Argentina,Chubut,2020-04-07,workplaces,-53
Argentina,Chubut,2020-04-07,residential,24
Argentina,Chubut,2020-04-08,retail_and_recreation,-82
Argentina,Chubut,2020-04-08,grocery_and_pharmacy,-32
Argentina,Chubut,2020-04-08,parks,-73
Argentina,Chubut,2020-04-08,transit_stations,-80
Argentina,Chubut,2020-04-08,workplaces,-52
Argentina,Chubut,2020-04-08,residential,24
Argentina,Chubut,2020-04-09,retail_and_recreation,-82
Argentina,Chubut,2020-04-09,grocery_and_pharmacy,-32
Argentina,Chubut,2020-04-09,parks,-77
Argentina,Chubut,2020-04-09,transit_stations,-84
Argentina,Chubut,2020-04-09,workplaces,-59
Argentina,Chubut,2020-04-09,residential,27
Argentina,Chubut,2020-04-10,retail_and_recreation,-89
Argentina,Chubut,2020-04-10,grocery_and_pharmacy,-50
Argentina,Chubut,2020-04-10,parks,-85
Argentina,Chubut,2020-04-10,transit_stations,-88
Argentina,Chubut,2020-04-10,workplaces,-70
Argentina,Chubut,2020-04-10,residential,34
Argentina,Chubut,2020-04-11,retail_and_recreation,-85
Argentina,Chubut,2020-04-11,grocery_and_pharmacy,-37
Argentina,Chubut,2020-04-11,parks,-86
Argentina,Chubut,2020-04-11,transit_stations,-83
Argentina,Chubut,2020-04-11,workplaces,-47
Argentina,Chubut,2020-04-11,residential,28
Argentina,Chubut,2020-04-12,retail_and_recreation,-90
Argentina,Chubut,2020-04-12,grocery_and_pharmacy,-53
Argentina,Chubut,2020-04-12,parks,-90
Argentina,Chubut,2020-04-12,transit_stations,-87
Argentina,Chubut,2020-04-12,workplaces,-46
Argentina,Chubut,2020-04-12,residential,25
Argentina,Chubut,2020-04-13,retail_and_recreation,-83
Argentina,Chubut,2020-04-13,grocery_and_pharmacy,-38
Argentina,Chubut,2020-04-13,parks,-79
Argentina,Chubut,2020-04-13,transit_stations,-80
Argentina,Chubut,2020-04-13,workplaces,-48
Argentina,Chubut,2020-04-13,residential,25
Argentina,Chubut,2020-04-14,retail_and_recreation,-82
Argentina,Chubut,2020-04-14,grocery_and_pharmacy,-36
Argentina,Chubut,2020-04-14,parks,-73
Argentina,Chubut,2020-04-14,transit_stations,-78
Argentina,Chubut,2020-04-14,workplaces,-47
Argentina,Chubut,2020-04-14,residential,24
Argentina,Chubut,2020-04-15,retail_and_recreation,-83
Argentina,Chubut,2020-04-15,grocery_and_pharmacy,-38
Argentina,Chubut,2020-04-15,parks,-74
Argentina,Chubut,2020-04-15,transit_stations,-78
Argentina,Chubut,2020-04-15,workplaces,-48
Argentina,Chubut,2020-04-15,residential,25
Argentina,Chubut,2020-04-16,retail_and_recreation,-83
Argentina,Chubut,2020-04-16,grocery_and_pharmacy,-36
Argentina,Chubut,2020-04-16,parks,-91
Argentina,Chubut,2020-04-16,transit_stations,-77
Argentina,Chubut,2020-04-16,workplaces,-48
Argentina,Chubut,2020-04-16,residential,25
Argentina,Chubut,2020-04-17,retail_and_recreation,-83
Argentina,Chubut,2020-04-17,grocery_and_pharmacy,-32
Argentina,Chubut,2020-04-17,parks,-92
Argentina,Chubut,2020-04-17,transit_stations,-76
Argentina,Chubut,2020-04-17,workplaces,-47
Argentina,Chubut,2020-04-17,residential,28
Argentina,Chubut,2020-04-18,retail_and_recreation,-85
Argentina,Chubut,2020-04-18,grocery_and_pharmacy,-39
Argentina,Chubut,2020-04-18,parks,-94
Argentina,Chubut,2020-04-18,transit_stations,-85
Argentina,Chubut,2020-04-18,workplaces,-42
Argentina,Chubut,2020-04-18,residential,27
Argentina,Chubut,2020-04-19,retail_and_recreation,-89
Argentina,Chubut,2020-04-19,grocery_and_pharmacy,-54
Argentina,Chubut,2020-04-19,parks,-95
Argentina,Chubut,2020-04-19,transit_stations,-88
Argentina,Chubut,2020-04-19,workplaces,-47
Argentina,Chubut,2020-04-19,residential,25
Argentina,Chubut,2020-04-20,retail_and_recreation,-83
Argentina,Chubut,2020-04-20,grocery_and_pharmacy,-40
Argentina,Chubut,2020-04-20,parks,-92
Argentina,Chubut,2020-04-20,transit_stations,-83
Argentina,Chubut,2020-04-20,workplaces,-44
Argentina,Chubut,2020-04-20,residential,25
Argentina,Chubut,2020-04-21,retail_and_recreation,-81
Argentina,Chubut,2020-04-21,grocery_and_pharmacy,-36
Argentina,Chubut,2020-04-21,parks,-90
Argentina,Chubut,2020-04-21,transit_stations,-81
Argentina,Chubut,2020-04-21,workplaces,-44
Argentina,Chubut,2020-04-21,residential,23
Argentina,Chubut,2020-04-22,retail_and_recreation,-81
Argentina,Chubut,2020-04-22,grocery_and_pharmacy,-36
Argentina,Chubut,2020-04-22,parks,-89
Argentina,Chubut,2020-04-22,transit_stations,-81
Argentina,Chubut,2020-04-22,workplaces,-44
Argentina,Chubut,2020-04-22,residential,23
Argentina,Chubut,2020-04-23,retail_and_recreation,-82
Argentina,Chubut,2020-04-23,grocery_and_pharmacy,-38
Argentina,Chubut,2020-04-23,parks,-90
Argentina,Chubut,2020-04-23,transit_stations,-82
Argentina,Chubut,2020-04-23,workplaces,-43
Argentina,Chubut,2020-04-23,residential,24
Argentina,Chubut,2020-04-24,retail_and_recreation,-81
Argentina,Chubut,2020-04-24,grocery_and_pharmacy,-31
Argentina,Chubut,2020-04-24,parks,-91
Argentina,Chubut,2020-04-24,transit_stations,-81
Argentina,Chubut,2020-04-24,workplaces,-42
Argentina,Chubut,2020-04-24,residential,26
Argentina,Chubut,2020-04-25,retail_and_recreation,-84
Argentina,Chubut,2020-04-25,grocery_and_pharmacy,-38
Argentina,Chubut,2020-04-25,parks,-94
Argentina,Chubut,2020-04-25,transit_stations,-85
Argentina,Chubut,2020-04-25,workplaces,-40
Argentina,Chubut,2020-04-25,residential,26
Argentina,Chubut,2020-04-26,retail_and_recreation,-89
Argentina,Chubut,2020-04-26,grocery_and_pharmacy,-51
Argentina,Chubut,2020-04-26,parks,-95
Argentina,Chubut,2020-04-26,transit_stations,-88
Argentina,Chubut,2020-04-26,workplaces,-43
Argentina,Chubut,2020-04-26,residential,23
Argentina,Chubut,2020-04-27,retail_and_recreation,-82
Argentina,Chubut,2020-04-27,grocery_and_pharmacy,-39
Argentina,Chubut,2020-04-27,parks,-93
Argentina,Chubut,2020-04-27,transit_stations,-83
Argentina,Chubut,2020-04-27,workplaces,-40
Argentina,Chubut,2020-04-27,residential,24
Argentina,Chubut,2020-04-28,retail_and_recreation,-81
Argentina,Chubut,2020-04-28,grocery_and_pharmacy,-37
Argentina,Chubut,2020-04-28,parks,-90
Argentina,Chubut,2020-04-28,transit_stations,-80
Argentina,Chubut,2020-04-28,workplaces,-39
Argentina,Chubut,2020-04-28,residential,17
Argentina,Chubut,2020-04-29,retail_and_recreation,-79
Argentina,Chubut,2020-04-29,grocery_and_pharmacy,-34
Argentina,Chubut,2020-04-29,parks,-89
Argentina,Chubut,2020-04-29,transit_stations,-79
Argentina,Chubut,2020-04-29,workplaces,-37
Argentina,Chubut,2020-04-29,residential,21
Argentina,Chubut,2020-04-30,retail_and_recreation,-74
Argentina,Chubut,2020-04-30,grocery_and_pharmacy,-27
Argentina,Chubut,2020-04-30,parks,-89
Argentina,Chubut,2020-04-30,transit_stations,-81
Argentina,Chubut,2020-04-30,workplaces,-43
Argentina,Chubut,2020-04-30,residential,22
Argentina,Chubut,2020-05-01,retail_and_recreation,-90
Argentina,Chubut,2020-05-01,grocery_and_pharmacy,-72
Argentina,Chubut,2020-05-01,parks,-93
Argentina,Chubut,2020-05-01,transit_stations,-89
Argentina,Chubut,2020-05-01,workplaces,-71
Argentina,Chubut,2020-05-01,residential,32
Argentina,Chubut,2020-05-02,retail_and_recreation,-79
Argentina,Chubut,2020-05-02,grocery_and_pharmacy,-35
Argentina,Chubut,2020-05-02,parks,-93
Argentina,Chubut,2020-05-02,transit_stations,-84
Argentina,Chubut,2020-05-02,workplaces,-37
Argentina,Chubut,2020-05-02,residential,25
Argentina,Chubut,2020-05-03,retail_and_recreation,-85
Argentina,Chubut,2020-05-03,grocery_and_pharmacy,-45
Argentina,Chubut,2020-05-03,parks,-94
Argentina,Chubut,2020-05-03,transit_stations,-86
Argentina,Chubut,2020-05-03,workplaces,-40
Argentina,Chubut,2020-05-03,residential,23
Argentina,Chubut,2020-05-04,retail_and_recreation,-76
Argentina,Chubut,2020-05-04,grocery_and_pharmacy,-37
Argentina,Chubut,2020-05-04,parks,-92
Argentina,Chubut,2020-05-04,transit_stations,-82
Argentina,Chubut,2020-05-04,workplaces,-36
Argentina,Chubut,2020-05-04,residential,22
Argentina,Chubut,2020-05-05,retail_and_recreation,-71
Argentina,Chubut,2020-05-05,grocery_and_pharmacy,-32
Argentina,Chubut,2020-05-05,parks,-89
Argentina,Chubut,2020-05-05,transit_stations,-73
Argentina,Chubut,2020-05-05,workplaces,-33
Argentina,Chubut,2020-05-05,residential,20
Argentina,Chubut,2020-05-06,retail_and_recreation,-71
Argentina,Chubut,2020-05-06,grocery_and_pharmacy,-31
Argentina,Chubut,2020-05-06,parks,-88
Argentina,Chubut,2020-05-06,transit_stations,-78
Argentina,Chubut,2020-05-06,workplaces,-32
Argentina,Chubut,2020-05-06,residential,20
Argentina,Chubut,2020-05-07,retail_and_recreation,-69
Argentina,Chubut,2020-05-07,grocery_and_pharmacy,-28
Argentina,Chubut,2020-05-07,parks,-88
Argentina,Chubut,2020-05-07,transit_stations,-76
Argentina,Chubut,2020-05-07,workplaces,-32
Argentina,Chubut,2020-05-07,residential,20
Argentina,Chubut,2020-05-08,retail_and_recreation,-68
Argentina,Chubut,2020-05-08,grocery_and_pharmacy,-22
Argentina,Chubut,2020-05-08,parks,-90
Argentina,Chubut,2020-05-08,transit_stations,-76
Argentina,Chubut,2020-05-08,workplaces,-31
Argentina,Chubut,2020-05-08,residential,22
Argentina,Chubut,2020-05-09,retail_and_recreation,-73
Argentina,Chubut,2020-05-09,grocery_and_pharmacy,-25
Argentina,Chubut,2020-05-09,parks,-92
Argentina,Chubut,2020-05-09,transit_stations,-79
Argentina,Chubut,2020-05-09,workplaces,-27
Argentina,Chubut,2020-05-09,residential,23
Argentina,Chubut,2020-05-10,retail_and_recreation,-82
Argentina,Chubut,2020-05-10,grocery_and_pharmacy,-37
Argentina,Chubut,2020-05-10,parks,-94
Argentina,Chubut,2020-05-10,transit_stations,-84
Argentina,Chubut,2020-05-10,workplaces,-34
Argentina,Chubut,2020-05-10,residential,21
Argentina,Chubut,2020-05-11,retail_and_recreation,-69
Argentina,Chubut,2020-05-11,grocery_and_pharmacy,-29
Argentina,Chubut,2020-05-11,parks,-91
Argentina,Chubut,2020-05-11,transit_stations,-78
Argentina,Chubut,2020-05-11,workplaces,-28
Argentina,Chubut,2020-05-11,residential,20
Argentina,Chubut,2020-05-12,retail_and_recreation,-67
Argentina,Chubut,2020-05-12,grocery_and_pharmacy,-27
Argentina,Chubut,2020-05-12,parks,-88
Argentina,Chubut,2020-05-12,transit_stations,-74
Argentina,Chubut,2020-05-12,workplaces,-28
Argentina,Chubut,2020-05-12,residential,18
Argentina,Chubut,2020-05-13,retail_and_recreation,-67
Argentina,Chubut,2020-05-13,grocery_and_pharmacy,-27
Argentina,Chubut,2020-05-13,parks,-86
Argentina,Chubut,2020-05-13,transit_stations,-77
Argentina,Chubut,2020-05-13,workplaces,-27
Argentina,Chubut,2020-05-13,residential,18
Argentina,Chubut,2020-05-14,retail_and_recreation,-67
Argentina,Chubut,2020-05-14,grocery_and_pharmacy,-28
Argentina,Chubut,2020-05-14,parks,-88
Argentina,Chubut,2020-05-14,transit_stations,-77
Argentina,Chubut,2020-05-14,workplaces,-28
Argentina,Chubut,2020-05-14,residential,17
Argentina,Chubut,2020-05-15,retail_and_recreation,-66
Argentina,Chubut,2020-05-15,grocery_and_pharmacy,-21
Argentina,Chubut,2020-05-15,parks,-89
Argentina,Chubut,2020-05-15,transit_stations,-76
